id,name,kind,region,lat,lon,pos_src,address,alol,char,ckind,colour,group,period,phases,phases_src,flash_s,sectored,sectors_text,lum_nm,geo_nm,iala_nm,reach_nm,intensity_cd,elev_m,optic,optic_order,optic_evidence,optic_make,optic_model,optic_type,optic_size,rpm,panels,panels_total,panels_note,led,solar,ais,dgps,racon,navtex,vts,tower_type,tower_h_m,tower_colour,tower_year,established,visit,tourism,museum,record,ledger_url,page_url,rowlett,arlhs,wikidata,photo,transcribed,no_ledger,ledger_issues,equip_years,equip_since,tenders,photo_credit
mawadi-point-beacon,Mawadi Point Beacon,lighthouse,Gandhidham (VTS),22.62,69.97167,DGLL ledger,,0378,Fl (R) 10Sec. (1 + 9 = 10Sec),Fl,R,1,10,"[1.0, 9.0]",ledger,1,False,,5,7,8.0,5,500,5,flasher,,Type of Light (LED Flasher); Type of flasher: Marine LED Flasher,"Sealite, Australia",SL125,Marine LED Flasher,,,,,,True,True,False,False,,,False,"White pyramidal concrete tower, red bands",8,White – red band,1958,1928,grounds,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/Master%20Ledger%20Gandhidham%2018_0.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-vts-gandhidham/mawadi-point-beacon,"1958 (station established 1928). Active; focal plane 8 m (26 ft); red flash every 10 s. 8 m (26 ft) short round tower mounted atop a round cylindrical stone tower. The upper tower is painted red with a white horizontal band. The lower tower is unpainted brown stone. Tushar Chhatrara has a photo but the light is not shown in Google's satellite view. The light marks the end of a reef extending northeast from Pirotan Island. The first light was a skeletal tower built on a daybecaon established in 1867. Located about 2.25 km (1.4 mi) northeast of the modern lighthouse. Site open, and nothing prevents climbing on the lighthouse. Admiralty F0378; NGA 28356.",,Q29048448,http://commons.wikimedia.org/wiki/Special:FilePath/Lighthouse%20pirotan.jpg,True,,"[""Elevation 5 Meter is less than tower height 8 Meter""]",{},{},[],DGLL
pirotan-lighthouse,Pirotan Lighthouse,lighthouse,Gandhidham (VTS),22.60333,69.95167,DGLL ledger,"C/O Assistant Engineer (E) Dhuvav MCS Station Jamnagar, Gujarat Pin - 361 008",F 0380,Fl W 20 sec. (0.4+19.6 = 20 sec.),Fl,W,1,20,"[0.4, 19.6]",ledger,0.4,False,,24,12,23.6,12,460194,26,revolving,3,Size: 500 mm (3rd order large) revolving type; Rotation device: stepper motor; R.P.M.: 3,Stone Chance,,revolving type,500 mm,3,2,,,False,True,False,False,K,,False,Circular masonry tower,24,Black and White alternate horizontal bands,1958,1898,closed,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/Master%20Ledger%20Gandhidham%2017.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-vts-gandhi-dham/pirotan-lighthouse,"1958 (station established 1898). Active; focal plane 26 m (85 ft); white flash every 20 s. 21 m (69 ft) round masonry tower with lantern and gallery, painted with horizontal black and white bands. Jayesh Kumar's 2020 photo is at right, Wikimedia has a sunrise photo by S. Ballal, Kumar has another 2020 photo, and Google has a satellite view. A seawall protects this highly exposed lighthouse. Pirotan is the beginning of the approach to Bedi, the seaport of the city of Jamnagar. Located on a small island 10 km (6 mi) northwest of Rozi. Accessible only by boat. Site and tower closed. ARLHS IND-157; Admiralty F0380; NGA 28352.",IND-157,Q29048448,http://commons.wikimedia.org/wiki/Special:FilePath/Lighthouse%20pirotan.jpg,True,,"[""Intensity printed as '46,0194 Candela' (irregular digit grouping, read as 460194)"", ""Duration of flash 0.7 Second differs from characteristic flash 0.4 s"", ""2 panels at 3 RPM gives a flash every 10 s, but characteristic is every 20 s"", ""Commissioning: first lighthouse 1898, modern lighthouse 05.02.1958""]","{""racon"": 2004}","{""racon"": {""year"": 2004, ""src"": ""ledger""}}",[],DGLL
chank-tapu-lighthouse,Chank Tapu Lighthouse,lighthouse,Gandhidham (VTS),22.54667,69.41,DGLL ledger,,0386,Fl (W) 15Sec. (1 + 14 = 15Sec),Fl,W,1,15,"[1.0, 14.0]",ledger,1,False,,11,9,14.2,9,10000,12,flasher,,Type of Light (LED Flasher); Operation- Flashing; Horizontal Divergence 360°,"NavAids Pvt Ltd, Delhi",NE-9A Three-Tier Lantern,LED Flasher,,,,,,True,True,False,False,,,False,Frame work tower (M.S. Trestle tower) over masonry structure,6,White - Black three strips,1988,1934,closed,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/Master%20Ledger%20Gandhidham%2020.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-vts-gandhi-dham/chank-tapu-lighthouse,"1988 (station established 1934). Active; focal plane 14 m (46 ft); white flash every 15 s. 8 m (26 ft) square cylindrical skeletal tower with gallery, mounted on a large square concrete base. Wikimapia has an older photo and Bing has a satellite view. Lighthouse painted white; the small lantern is red. A stone daybeacon was placed on the reef in 1885; a skeletal tower was added in 1928 but apparently it was not lighted until 1934. Located at the northeastern end of the extensive Chanka Reef system, about 35 km (2 mi) east northeast of Okha. Accessible only by boat. Site and tower closed. Admiralty F0386; NGA 28332.",,,https://www.dgll.nic.in/sites/default/files/2022-11/Chank_Tapu_Lighthouse.png,True,,"[""Height given as '6 Meter steel trestle above 3mtrs masonry structure'"", ""Date of commissioning lists '05.02.2022 for New Light and new trestle' and '23.05.2014'; 2014 used as established year"", ""Intensity given as 'Max. Beam Intensity 10,000 Candela'""]",{},{},[],DGLL
bural-reef-lighthouse,Bural Reef Lighthouse,lighthouse,Gandhidham (VTS),22.545,69.27,DGLL ledger,,0386.5,Fl (W) 1.1Sec. (0.5 + 0.6 = 1.1Sec),Fl,W,1,1.1,"[0.5, 0.6]",ledger,0.5,False,,9,10,14.2,9,10000,15,flasher,,Type of Light (LED Flasher): Marine LED Lantern; Operation: Flashing,"NavAids Pvt Ltd, Delhi",NE-9A (Three-Tier Lantern),Marine LED Lantern (LED Flasher),,,,,,True,True,False,False,D,,False,White round tower,12,White,1979,1979,closed,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/Master%20Ledger%20Gandhidham%2019.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-vts-gandhidham/bural-reef-lighthouse,"1979. Active; focal plane 15 m (49 ft); quick-flashing white light. 12 m (39 ft) round cylindrical concrete tower with three galleries but no lantern, painted white. Lightphotos.net has an older photo, Indian Logistics Info.has a page with a photo, and Bing has a satellite view. The dangerous Bural Reef extends east northeast from Okha Point. Located about 25 km (15 mi) east northeast of Okha. Accessible only by boat. Site and tower closed. ARLHS IND-126; Admiralty F0386.5; NGA 28328.",IND-126,,https://www.dgll.nic.in/sites/default/files/2022-11/Bural_Reef_Lighthouse%20.png,True,,"[""Station name not printed in ledger; taken from file slug"", ""Luminous range 9NM conflicts with lantern electrical parameter range 11-14NM"", ""Year of commissioning 1978, with new light & trestle 05.02.2022""]","{""racon"": 2017}","{""racon"": {""year"": 2017, ""src"": ""ledger""}}",[],DGLL
samiyani-north-island-lighthouse-station,Samiyani North Island Lighthouse Station,lighthouse,Gandhidham (VTS),22.48472,69.08472,DGLL ledger,,F0389,Flashing (Green) every 3 sec FL 0.5 sec + EC 2.5 sec,Fl,G,1,3,"[0.5, 2.5]",ledger,0.5,False,,5,12.3,,5,,13.5,flasher,,"Optical Equipment: LED Lantern, Sealite SL-125-2","Sealite, Australia","SL-125-2, GREEN",LED Lantern,,,,,,True,True,False,False,,,False,Circular masonry tower,12,Black & white alternate horizontal band,2002,1935,closed,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/Master%20Ledger%20Gandhidham%2024.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-vts-gandhi-dham/samiyani-north-island-lighthouse-station,"2002 (station established 1935). Active; focal plane 11 m (36 ft); green flash every 3 s. 9 m (30 ft) round cylindrical concrete tower, mounted on a concrete foundation. Lighthouse painted with black and white horizontal bands. Chetan Kanzariya has a distant view and Google has an indistinct satellite view. The original light on a skeletal tower was replaced by a concrete tower in 1957. That lighthouse was destroyed by a tropical cyclone on 9 June 1998. It was replaced by a temporary skeletal tower, and then by the present lighthouse, which probably resembles the 1957 tower. Located in the water off the northeast tip of Samiyani Island. , marking the end of a long shoal. Accessible only by b",IND-163,,https://www.dgll.nic.in/sites/default/files/2022-11/Samiyani_North_Island_Lighthouse_Station.png,True,,"[""Latitude printed as '22°29 5\""N' without a minutes mark; read as 22° 29' 5\""""]",{},{},[],DGLL
samiyani-island-lighthouse-station,Samiyani Island Lighthouse Station,lighthouse,Gandhidham (VTS),22.48417,69.08389,DGLL ledger,,F 0390,Flashing (W) every5 sec,Fl,W,1,5,"[0.45, 4.55]",derived,,True,W160° (057-217) W 13° (247-260) R 30° (217-247) R 30° (260-290) W 79° (290-009),11,9,,9,,22,flasher,,"Optical equipment: Sealite SL-155 2.5D lantern, 'White flash every5 sec'; battery/solar powered, no rotation device","Sealite, Australia","SL-155, 2.5D",,,,,,,False,True,False,False,,,False,Round stone masonry tower,20,White,1876,1876,grounds,True,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/Master%20Ledger%20Gandhidham%2025.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-vts-gandhi-dham/samiyani-island-lighthouse-station,"1876. Active; focal plane 22 m (72 ft); flash every 5 s, white or red depending on direction. 20 m (66 ft) round sandstone tower with lantern and gallery, mounted on a square stone base. Lighthouse painted white; lantern dome is red. A 2018 photo is at right, Kashyap Atri has a 2019 photo, Vishal Ahir has a 2024 view from the sea, and Google has a satellite view. Built by the princely state of Baroda, this elegant and historic lighthouse marks the entrance to Okha harbor. It stands on an island 1.5 km (1 mi) north of Okha Point, the tip of the peninsula. Boat transportation to the island can be hired in Okha. Located in the center of the island. Site open, tower closed. ARLHS IND-018; Admira",IND-018,,https://www.dgll.nic.in/sites/default/files/2022-11/Samiyani_island_Lighthouse_Station.png,True,,"[""No station name printed; address is 'C/o Station in-Charge, Okha Lighthouse and VTS Station'"", ""Latitude printed '22°29 3\""N' with missing minute mark; read as 22° 29' 3\"""", ""Characteristic says white flashing only but visibility sectors include red sectors"", ""Date of commissioning: original 1876, present lighthouse 1927""]",{},{},[],DGLL
okha-lighthouse-dgps-and-vts-station,OKHA Lighthouse DGPS And VTS Station,lighthouse,Gandhidham (VTS),22.47635,69.06983,DGLL ledger,,F.0388,"Fl (3) W.25 sec.(Fl-1. 0.41, ec. 4.59, Fl-2.0.41, ec.4.59, Fl-3. 0.41, ec.14.59)",Fl,W,3,25,"[0.41, 4.59, 0.41, 4.59, 0.41, 14.59]",ledger,0.41,False,,25,15,23.1,15,386400,26,revolving,4,250 mm dia (4th order) revolving; Rotation device 20 kg.cm stepper motor; R.P.M 2.4,"Chance Brother Ltd., U.K",,revolving,250 mm dia,2.4,3,,,False,True,False,True,O,,True,Square Masonry tower,23,Red and White alternate horizontal band,1956,1956,grounds,True,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/Master%20Ledger%20Gandhidham%2023.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-vts-gandhi-dham/okha-lighthouse-dgps-and-vts-station,"1956. Active; focal plane 26 m (85 ft); three white flashes every 25 s. 23 m (75 ft) square cylindrical concrete tower with lantern and gallery, painted with horizontal red and white bands. Niraj Kumar has a photo. Google's satellite view shows the 60 m (197 ft) round VTS vessel tracking tower built next to the historic lighthouse in 2012. Wikimedia has a view taken from the VTS tower. Okha lies at the end of a north-pointing peninsula that defines the southern entrance to the Gulf of Kachchh (Kutch). After independence western India lost the use of the port of Karachi, Pakistan, so it became important to develop port facilities in the Gulf. This lighthouse was the first major improvement to",IND-014,,https://www.dgll.nic.in/sites/default/files/2022-11/OKHA_LIGHTHOUSE.png,True,,"[""Position printed with seconds using a single prime (34.87', 11.38'); treated as degrees-minutes-seconds"", ""Emergency vertical divergence printed as 0° 68' (minutes >= 60)"", ""Optic 'Duration: 5 sec.' conflicts with flash duration 0.41 s in characteristic"", ""RACON and DGPS aerial label/value rows are misaligned on the page (e.g. Output pulse power / Code / Power supply values shifted)"", ""DGPS Date Commissioning listed as 30-10-1998 and also 'Date of Commissioning 22/03/2018' / May 2004 in misaligned rows""]","{""dgps"": 2018, ""racon"": 2004}","{""racon"": {""year"": 2004, ""src"": ""ledger""}, ""dgps"": {""year"": 2018, ""src"": ""ledger""}}","[2303, 622]",DGLL
kalubhar-lighthouse,Kalubhar Lighthouse,lighthouse,Gandhidham (VTS),22.43833,69.58667,DGLL ledger,,0384,Fl (3W) in 15Sec ((0.75 + 2.25)2 + 0.75 + 8.25 = 15Sec),Fl,W,3,15,"[0.75, 2.25, 0.75, 2.25, 0.75, 8.25]",ledger,0.75,True,Visibility sector: 360°,12,13,14.2,12,10000,27,flasher,,Marine LED Lantern NE-9A with programmable flasher; no rotation device,"NavAids Pvt Ltd, Delhi",NE-9A,Marine LED Lantern (Three-Tier),,,,,,True,True,False,False,,,False,White round stone tower,20,White,1884,1884,closed,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/Master%20Ledger%20Gandhidham%2021.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-vts-gandhi-dham/kalubhar-lighthouse,"1884. Active; focal plane 27 m (89 ft); three white flashes every 15 s. 20 m (66 ft) round stone tower with lantern and gallery, attached to a 1-story keeper's house. Lighthouse painted white; lantern dome is red. Prashant Chauhan's 2020 photo is at right, Mukeshkumar Mali has a distant photo, and Google has a satellite view. This lighthouse, which marks the entrance to the harbor of Salaya, was built by the princely state of Nawanagar. The tower was restored and increased in height in 1961. Located just off the west end of the island about 20 km (12.5 mi) north of Salaya. Accessible only by boat. Site and tower closed. ARLHS IND-169; Admiralty F0384; NGA 28336.",IND-169,,https://www.dgll.nic.in/sites/default/files/2022-11/Kalubhar_Lighthouse.png,True,,[],{},{},[],DGLL
kachhigadh-lighthouse,Kachchigadh Lighthouse,lighthouse,Jamnagar,22.33117,68.94867,DGLL ledger,,F 0397,Fl(4)W15 Sec. (0.4+1.5)3+0.4+8.9=15 Sec),Fl,W,4,15,"[0.4, 1.5, 0.4, 1.5, 0.4, 1.5, 0.4, 8.9]",ledger,0.4,False,,25.7,16.6,,16.6,,33,revolving,,Rotation Device: Stepper motor; R.P.M. 4; Pedestal: Mercury float,BBT,MBR-300,MBR-300,,4,4,,,True,True,False,False,K,,False,Circular concrete Tower,30,3 Red and 2 White bands (Bottom band Red),1983,1977,grounds,True,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/dj1.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-jamnagar/kachhigadh-lighthouse,"1983 (station established 1977). Active; focal plane 34 m (112 ft); four white flashes every 15 s. 30 m (98 ft) round cylindrical concrete tower with lantern and gallery, painted with horizontal red and white bands. Arvind Prajapati has the 2022 photo seen at right, Vatsal Mandavia has a closeup 2021 photo, Sejul Antala has a closeup, R. Ramesh has a street view from the nearby beach, and Google has a satellite view. The station was established with a temporary light on a ""cabin"" in 1977. It marks the southern approach to the Gulf of Kachchh (Kutch). Located about 15 km (9 mi) north of Dwarka. Site open, tower closed. ARLHS IND-142; Admiralty F0397; NGA 28304.",IND-142,,https://www.dgll.nic.in/sites/default/files/2022-11/J-1.jpg,True,,"[""Effective beam intensity blank"", ""Date of commissioning blank""]",{},"{""racon"": {""year"": 2004, ""src"": ""network""}}",[],DGLL
dwarka-point-lighthouse,Dwarka Point Lighthouse,lighthouse,Jamnagar,22.23817,68.95783,DGLL ledger,,F 0396,Fl (2)W 20 sec. (0.31+4.69+0.31+14.69=20sec.),Fl,W,2,20,"[0.31, 4.69, 0.31, 14.69]",ledger,0.31,False,,25.5,19.0,24.7,19.0,707007,48,revolving,,Rotation Device: Stepper motor; R.P.M. 3; Pedestal: Mercury float,Stone Chance,,,500 mm,3,2,,,True,True,False,False,G,,False,Square masonry stone tower,43,Black and White bands,1962,1866,open,True,True,True,https://www.dgll.nic.in/sites/default/files/2022-12/dj2.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-jamnagar/dwarka-point-lighthouse,"1962 (station established 1866). Active; focal plane 48 m (157 ft); two white flashes every 20 s. 43 m (141 ft) square masonry tower with lantern and gallery, attached to a 1-story keeper's house/harbor control center. Lighthouse painted with horizontal black and white bands. A 2024 photo is at the top of this page, a 2018 photo is available, Elvin Lonan has a 2010 photo, Tanmay Vora has a 2008 photo, Wikimedia has a distant view, Harshang Chhaya has a closeup street view, and Google has a satellite view. This is the westernmost lighthouse of Saurashtra and a well-known tourist attraction. The original lighthouse, an 18 m (59 ft) square masonry tower, was built by the native state of Baroda.",IND-133,,https://www.dgll.nic.in/sites/default/files/2022-11/J-2.jpg,True,,"[""RACON heading says '- NA-' but a Tide Land RACON, code G, X&S band, installed Oct-2005 is listed"", ""NAIS lists only base station 'PSS Dwarka' with no model/MMSI"", ""Solar plant capacity printed as '10WKp'""]","{""racon"": 2005}","{""racon"": {""year"": 2005, ""src"": ""ledger""}}",[],DGLL
navadra-lighthouse,Navadra Lighthouse,lighthouse,Jamnagar,21.94167,69.23167,DGLL ledger,"Station Incharge, Navadra Lighthouse, P.O. Bhatiya,Taluka- Kalyanpur, Dist- Devbhumi Dwarka Pin-361315.",F 0398,Fl(3)W15 Sec. (0.4+1.5)2+0.4+10.8=15 Sec),Fl,W,3,15,"[0.4, 1.5, 0.4, 1.5, 0.4, 10.8]",ledger,0.4,False,,18,20.0,,18,,55,revolving,,Rotation Device: Stepper motor; R.P.M. 4,MSM,MBR-300,MBR-300,,4,3,,,True,True,False,False,,,False,Circular concrete Tower,35,3 Red and 2 White bands,1986,1986,grounds,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/dj3.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-jamnagar/navadra-lighthouse,"1986. Active; focal plane 55 m (180 ft); three white flashes every 15 s. 35 m (115 ft) round cylindrical concrete tower with lantern and gallery, painted with horizontal red and white bands. Karan Ahir has a closeup 2023 photo and Google has a satellite view. This lighthouse was built to provide the first light for the long stretch of coastline between Porbandar and Dwarka. It stands isolated, surrounded by a large wind farm, about 500 m (0.4 mi) from a 25 m (80 ft) cliff. Located off the coastal highway 50 km (30 mi) southeast of Dwarka and the same distance northwest of Porbandar. Site open, tower closed. ARLHS IND-152; Admiralty F0398; NGA 28296.",IND-152,,https://www.dgll.nic.in/sites/default/files/2022-11/J-3.jpg,True,,"[""Effective beam intensity blank"", ""Name printed 'NAVDRA Lighthouse' (postal address 'Navadra')""]",{},{},"[2130, 2019]",DGLL
dariapur-lighthouse,Dariapur Lighthouse,lighthouse,Kolkata,21.79,87.865,DGLL ledger,"Dariapur Lighthouse, P.O Dariapur Dist. East Midnapur, PIN- 721 442",F 1029,Flash 2 (W) 20 Sec,Fl,W,2,20,"[0.25, 2.0, 0.25, 17.5]",derived,0.25,False,,19,15.5,19.3,15.5,85000,22,revolving,4,Size: 250 mm (4th Order) revolving; RPM 1.5; Pedestal: Mercury Float,"Chance Brothers, UK",,,250 mm (4th Order) revolving,1.5,4,,,False,True,False,False,G,,False,Circular Masonry Tower,26,Black & White Bands,1968,1943,open,True,False,True,https://www.dgll.nic.in/sites/default/files/2022-11/Kolkata%202.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-kolkata/dariapur-lighthouse,"1968 (station established 1943). Active; focal plane 30 m (98 ft); two long (1.4 s) white flashes every 20 s. 26 m (85 ft) round cylindrical concrete tower with lantern and gallery, painted with horizontal black and white bands. Sayan Pradhan's 2023 photo is at the top of this page, Wikimdia has Biswarup Ganguly's 2016 photo and several other photos, a 2012 photo is available, and Google has a 2023 street view and a satellite view. The original light was on a 20 m (66 ft) steel mast located 1 km (0.6 mi) to the east. The original optics for the current lighthouse were transferred from the 1881 Dwarka lighthouse, deactivated in 1964. Modern LED optics are now in use. Since 1995 the lighthouse",IND-030,Q32859730,http://commons.wikimedia.org/wiki/Special:FilePath/Dariapur%20Lighthouse%20-%20East%20Midnapore%202016-06-18%204577.JPG,True,,"[""Ledger gives 'Elevation of ground 4m' and 'Elevation of tower 22 m' (tower height 26 m); 22 m used as elevation"", ""Divergence printed without units ('2.28 (Horiz.) & 4.56 (Vert.)'); assumed degrees"", ""No year of establishment or commissioning stated""]","{""racon"": 2008}","{""racon"": {""year"": 2008, ""src"": ""ledger""}}","[2566, 2014, 1725, 869]",Wikimedia Commons
ruvapari-lighthouse,Ruvapari Lighthouse,lighthouse,Jamnagar,21.77833,72.23333,DGLL ledger,,F 0456,Fl (W) 12Sec. (0.5 + 11.5 = 12Sec),Fl,W,1,12,"[0.5, 11.5]",ledger,0.5,False,,11,13.9,12.1,11,3817,20,flasher,,Illuminant: SL 155 LED LANTERN; Rotation Device and R.P.M. blank,Chance Brother,,,300 mm,,,,,True,True,False,False,,,False,Grey hut o piles,10,Grey,1922,1891,grounds,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/dj20.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-jamnagar/ruvapari-lighthouse,"1922 (station established 1891). Active (?); focal plane 20 m (66 ft); white flash every 12 s. Square 1-story wood keeper's house with a pyramidal corrugated iron roof, mounted on Burmese teak pilings. Since 1994 the light has been shown from the top of a tall mast mounted on the roof. A DGLL photo is at right and Google has a satellite view; in both views the lighthouse appears high and dry on mud flats. The original lighthouse was destroyed by a tropical cyclone in 1920. The survival of this old-fashioned pile lighthouse is astonishing. The Indian Quarterly had an article by Ramesh Menon (no longer online) stating that the lighthouse has a resident keeper. The 16 teak straightpiles are abo",IND-162,,https://www.dgll.nic.in/sites/default/files/2022-11/J-19.jpg,True,,"[""Divergence 3° 26.18' not labelled horizontal or vertical"", ""Tower type printed 'Grey hut o piles'; pedestal '40 feet wrought iron tapering mast fixed Screw Pile'"", ""Date of commissioning given only as year 1891""]",{},{},[],DGLL
perigee-light-vesselmain-light,Perigee Light Vessel(Main Light),lightvessel,Jamnagar,21.70183,72.3,DGLL ledger,"Perigee Lighthouse, C/o. Ghogha Lighthouse, P.O Ghogha, Dist: Bhavnagar.",F 0449,Fl (W) 7Sec. (0.5 + 6.5 = 7Sec),Fl,W,1,7,"[0.5, 6.5]",ledger,0.5,False,,12,13.7,13.0,12,5726,19,flasher,,Type: LED Lantern; Illuminant 12V/20W LED Lantern; Rotation Device and R.P.M. blank,Sealite,SL125,LED Lantern,125mm,,,,,True,True,False,False,,,False,Red Hull,10,Red,1973,1936,closed,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/dj21.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-jamnagar/perigee-light-vesselmain-light,"1973 (station established 1936). Active; focal plane 12 m (39 ft); white flash every 7 s. 21 m (69 ft) unstaffed steel lightfloat; the solar-powered light is shown from a square pyramidal steel skeletal tower with gallery. Entire vessel painted red. A DGLL photo is at right and Bing has a satellite view. This vessel, the third to serve on the station, marks a dangerous shoal in the channel on the approach to Bhavnagar. Operated as an automated lightfloat, the ship was reported still on station in 2010. Located 3 km (2 mi) northeast of the Ghogha lighthouse; there should be a distant view from the Ghogha waterfront. Site and vessel closed. Operator: DGLL. ARLHS IND-144; Admiralty F0449; NGA 2",IND-144,,https://www.dgll.nic.in/sites/default/files/2022-11/J-20.jpg,True,,"[""Divergence 2.5º not labelled horizontal or vertical""]",{},{},[],DGLL
ghogha-lighthouse,Ghogha Lighthouse,lighthouse,Jamnagar,21.69167,72.27667,DGLL ledger,"N.A-I,Ghogha Lighthouse,P.O Ghogha,Dist.Bhavnagar,PIN-364110",F 0452,Occulting Red 15 Sec. (11 + 4= 15 Sec.),Oc,R,1,15,"[11.0, 4.0]",ledger,11,False,,11,13.4,16.9,11,32230,18,flasher,,"Make: B.B.T, Drum optic (fixed); Pedestal Fixed","B.B.T, Drum optic (fixed)",,1000 mm dia (Provided with red color filter),1000 mm diameter,,,,,True,True,False,False,,,False,Square masonry tower with semicircular.,16,2 Red and 1 White bands (Bottom band Red),,1856,grounds,True,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/dj22.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-jamnagar/ghogha-lighthouse,"Date unknown (station established 1856). Active; focal plane 18 m (59 ft); red light occulting once every 15 s. 16 m (52 ft) square (or rectangular) cylindrical masonry tower with lantern and gallery, painted with horizontal red and white bands. Abutalib Sheikh has a closeup 2023 video, Ibrahim Shekh has a 2018 photo, Jatin Shah has a sunrise photo, another photo (second photo on the page) is available, and Google has a fuzzy satellite view. The station was inaugurated in 1856 with a mast light; this was replaced by a cast iron tower in 1887 and then by a masonry tower in 1936. Another tower was built in 1961. (We need more information about the history of this station!) Although Ghogha is a",IND-134,,https://www.dgll.nic.in/sites/default/files/2022-11/J-21.jpg,True,,"[""Divergence gives two values both labelled vertical ('4° 0.54'' and '0°41''), presumably main and emergency; no horizontal value"", ""RACON section is a blank table""]",{},{},[],DGLL
luhara-point-lighthouse,Luhara Point Lighthouse,lighthouse,Mumbai,21.6595,72.54817,DGLL ledger,"Navigational Assistant Luhara Point Lighthouse AT-Luhara, PO-Lakhigam, Via-Dahej, Taluka- Wagra Dist-Bharuch, PIN-392130 (Gujurat)",F 0470,fl W 15 Sec.(FL 0.5 Sec+14.5 Sec),Fl,W,1,15,"[0.5, 14.5]",ledger,0.5,False,,23.5,15.6,23.6,15.6,468750,28,revolving,,Type: GRL-48MK-II gearless rotation; Rotation Device: 12V DC stepper motor; R.P.M. 1,"M/S. Ana, New Delhi",GRL-48MK-II,An Octagonal lens panel assembly; GRL-48MK-II gearless rotation,200mm,1,4,,,True,True,True,False,D,,False,C.I. Circular tower on RCC Base,24,Red and White Spiral Band,1977,1887,open,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/mm1.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-mumbai/luhara-point-lighthouse,"1977 (station established 1887). Active; focal plane 32 m (105 ft); white flash every 15 s. 24 m (79 ft) round cast iron tower with lantern and gallery, mounted on a round concrete base. Lighthouse painted in a red and white spiral pattern; lantern painted white. A 2021 photo is at right, Farmesh Vasava has a 2018 photo, Asim Patel has a sunset photo, Prakash Patel has a view from atop the lighthouse, and Google has a satellite view. The original lighthouse was a skeletal tower. Located on a point of land near Ambetha, at the entrance to the Narbada River, which leads to the port city of Bharuch. Accessible by a walk of about 1.5 km (1 mi) from the village of Luhara (local guidance needed). ",,,https://www.dgll.nic.in/sites/default/files/2022-11/Luhara_Point_Lighthouse.png,True,,"[""No. of lens printed 'Acrylic Fresnel lens assembly & 4 lanes +4 Blanks' (octagonal assembly); 4 lenses used"", ""RACON Sr. No 6295 is the same serial as in East Island and Kalpeni ledgers""]","{""racon"": 2005}","{""racon"": {""year"": 2005, ""src"": ""ledger""}, ""ais"": {""year"": 2012, ""src"": ""network""}}","[2544, 2219]",DGLL
